id,practitioner_id,tip_title,category,bullets,display_order,is_active,is_custom,created_at
08709ec0-4d92-4be3-ba7f-d0b194a99887,daed543f-ea3a-4be4-b74a-ee8675056203,Microneedling aftercare,Aftercare,"[""Your skin is in active repair mode. Immediately after it may feel flushed and warm, similar to mild sunburn. This usually settles within 24 to 48 hours but everyone's skin reacts differently."",""Do not put ANY products on your face, this is the most important rule immediately after treatment."",""Change your pillowcase when you get home."",""Avoid touching your face."",""Avoid swimming pools and hot tubs."",""Avoid excessive sweating and the gym."",""After 24 hours you can resume a gentle hydrating routine."",""Avoid for 7 days: any acids or retinoids, any exfoliation or scrubs, excessive heat such as saunas, facial hair removal."",""Avoid for 14 days: Botox and dermal fillers, direct UV exposure without SPF50.""]",11,true,false,2026-03-29 14:10:59.914047+00
08c2c2f9-567e-458a-9abe-462d6596a24e,f824b82b-0bcc-4d09-b558-9214d663f527,Diet and your skin,Acne,"[""Dairy and high glycaemic foods are the most common dietary triggers for acne and inflammation."",""You do not need to eliminate them entirely but noticing patterns over time is genuinely worthwhile.""]",7,true,false,2026-03-25 10:28:37.702123+00
0a07cfd1-c9d4-412d-92c1-c41dd9d67bc8,912ed997-549d-4e71-b592-8327f3d8822b,Hormones and your skin,Lifestyle and Triggers,"[""Hormonal fluctuations throughout the month directly affect sebum production, skin sensitivity and healing speed. Your skin is not being unpredictable. It is responding to your cycle."",""The week before your period is typically when skin is most reactive, oiliest and most prone to breakouts. This is the week to simplify your routine and avoid introducing anything new."",""Tracking your cycle alongside your skin helps identify your personal patterns. Over time this data becomes one of the most useful things AIDA can show you."",""If you suspect a hormonal condition such as PCOS is affecting your skin it is worth discussing with your GP. Skincare can support but it cannot override a hormonal imbalance that needs medical attention.""]",9,true,false,2026-04-18 18:59:03.216833+00
0a7801cd-0f27-4c20-a2db-ea1a496694c9,9c75ebff-e9f7-43ca-ba0e-25912aecabd4,Stress and your skin,Acne,"[""Stress directly increases cortisol which raises oil production and slows healing."",""Managing stress is skincare, it belongs in your routine as much as your cleanser does.""]",8,true,false,2026-03-25 10:28:38.989675+00
0a7ca82b-055d-4520-8862-ab6228e369ad,89a49534-d91e-42e4-8bf2-8f5c42fa5389,Dermaplaning aftercare,Aftercare,"[""Your skin has had a thorough physical exfoliation today and will be more sensitive than usual."",""Avoid active ingredients and strong acids for 24 hours."",""Keep makeup minimal or avoid entirely for the rest of the day."",""Apply SPF before going outside, your skin is more vulnerable to UV today."",""Avoid heat treatments and excessive sweating for 24 hours."",""Your skin will feel incredibly smooth, enjoy it and protect it.""]",13,true,false,2026-03-29 14:10:59.914047+00
0ba34c1d-1468-4389-9cdf-2b8a5399671d,f99a5c48-af4e-42fb-9f86-b2381059355a,Microneedling aftercare,Aftercare,"[""Your skin is in active repair mode. Immediately after it may feel flushed and warm, similar to mild sunburn. This usually settles within 24 to 48 hours but everyone's skin reacts differently."",""Do not put ANY products on your face, this is the most important rule immediately after treatment."",""Change your pillowcase when you get home."",""Avoid touching your face."",""Avoid swimming pools and hot tubs."",""Avoid excessive sweating and the gym."",""After 24 hours you can resume a gentle hydrating routine."",""Avoid for 7 days: any acids or retinoids, any exfoliation or scrubs, excessive heat such as saunas, facial hair removal."",""Avoid for 14 days: Botox and dermal fillers, direct UV exposure without SPF50.""]",11,true,false,2026-03-29 14:10:59.914047+00
0c147d6f-97e8-4a27-a424-e538c5676548,1d99c98f-4786-4ea4-9484-6e3b1c676bbd,What to expect in the first few weeks,General Skincare,"[""Hopefully your skin is feeling amazing after your treatment today. As you settle into your new routine, your skin may go through a small adjustment period as it gets used to new products and more consistent care."",""In some cases you might notice a purge, this is simply your skin clearing from the inside out and is a positive sign."",""If anything concerns you at all, please reach out, it is never too much trouble.""]",1,true,false,2026-03-25 10:28:36.433118+00
0e684661-1f22-47af-9e67-4521c92f62c9,190e3a95-a8e6-4dab-99c5-52d9ff7fdc49,Diet and your skin,Lifestyle and Triggers,"[""Dairy and high glycaemic foods are the most common dietary triggers for acne and inflammation. You do not need to eliminate them entirely but noticing patterns is worthwhile."",""Omega-3 fatty acids found in oily fish, walnuts and flaxseed actively support skin barrier function and reduce inflammation."",""Alcohol dehydrates the skin and disrupts sleep quality. Both show on your face faster than most people expect."",""No single food will fix your skin but a consistently anti-inflammatory diet supports everything else you are doing.""]",7,true,false,2026-03-29 20:22:27.328805+00
0eaaff86-8833-4f9d-ac30-84176e0b692f,78a77883-f71e-4486-ad51-d176e0e24310,How much product to use,Routine Essentials,"[""Less is more with active ingredients. A pea-sized amount of serum is enough for the whole face."",""Applying more does not make a product work faster. It increases the risk of irritation."",""Give each product thirty seconds to absorb before applying the next."",""Pat products in gently rather than rubbing. Your skin barrier will thank you.""]",5,true,false,2026-03-31 20:52:43.003147+00
0f41be5d-2cae-4d70-8bdf-03dd0a9956e0,f63ca619-ee7d-4788-adbb-bcd0137f244f,Stress and your skin,Acne,"[""Stress directly increases cortisol which raises oil production and slows healing."",""Managing stress is skincare, it belongs in your routine as much as your cleanser does.""]",8,true,false,2026-03-25 10:28:38.578057+00
0fbbca00-77fb-4ef5-ab74-00709378870d,37282558-6bb8-4a97-8649-9d44d952a5cf,Stress and your skin,Lifestyle and Triggers,"[""Stress triggers the release of cortisol which directly increases oil production, weakens the skin barrier and slows healing. The skin and stress connection is physiological, not imagined."",""Poor sleep compounds this. Your skin does the majority of its repair work overnight and consistently disrupted sleep shows on the skin faster than almost any other lifestyle factor."",""You cannot always control your stress levels but you can track them. Your daily log is capturing this data and over time patterns will emerge that show you exactly how stress affects your specific skin."",""Managing stress is skincare. It belongs in your routine as much as your cleanser does.""]",8,true,false,2026-04-07 20:27:55.61502+00
109f3dc4-7e39-44ff-9a11-95f15baed00f,912ed997-549d-4e71-b592-8327f3d8822b,After your facial — the next 24 hours,Treatment Follow-up,"[""Avoid touching your face unnecessarily. Your skin is in repair mode and needs to be left alone."",""No makeup for at least 12 hours if possible. Let your skin breathe and absorb everything it has received."",""Stay out of direct sunlight and skip any heat treatments such as saunas or steam rooms for 24 hours."",""Some clients experience a light purge in the week following a deep treatment facial. This is a normal part of the clearing process and will pass."",""Drink plenty of water. Hydration supports everything your skin is doing right now.""]",2,true,false,2026-04-18 18:59:03.216833+00
12896451-5a3c-46ee-a95e-2d86f68909d6,f6ec1628-bd8c-4913-913d-06a9e6a8feb9,Hormones and your skin,Acne,"[""Hormonal fluctuations affect sebum, sensitivity and healing speed throughout the month."",""Your skin is not being unpredictable, it is responding to your cycle."",""Tracking patterns over time helps make sense of it.""]",9,true,false,2026-03-25 10:28:35.587375+00
151d5d50-c70f-4ff1-af1e-29ccfd467968,912ed997-549d-4e71-b592-8327f3d8822b,Getting the most from your SPF,Routine Essentials,"[""Apply SPF as the very last step of your morning routine, after moisturiser."",""Use enough. Most people apply far too little. A full teaspoon for face and neck."",""Reapply every two hours if you are outdoors or in direct sunlight."",""SPF in makeup or moisturiser alone is not sufficient. Coverage is never even enough.""]",6,true,false,2026-04-18 18:59:03.216833+00
16a837e2-a8dc-43f3-8d00-efd28802b9de,270e01ff-f87a-4af0-8291-7bde04257ec8,After your facial — the next 24 hours,Treatment Follow-up,"[""Avoid touching your face unnecessarily. Your skin is in repair mode and needs to be left alone."",""No makeup for at least 12 hours if possible. Let your skin breathe and absorb everything it has received."",""Stay out of direct sunlight and skip any heat treatments such as saunas or steam rooms for 24 hours."",""Some clients experience a light purge in the week following a deep treatment facial. This is a normal part of the clearing process and will pass."",""Drink plenty of water. Hydration supports everything your skin is doing right now.""]",2,true,false,2026-04-07 19:00:53.819053+00
1a543fdc-edff-497b-b498-85c1fc274fa4,9265dd02-a2b6-4de6-8d06-60b93dc8cdf3,Introducing active ingredients,General Skincare,"[""Always introduce one new active at a time so you know exactly what your skin loves (or doesn't!)."",""Start slowly, two to three times a week, and build from there."",""Your skin will tell you what it needs.""]",4,true,false,2026-03-23 20:22:30.897726+00
1bbf2afc-5b74-4ec9-8568-b419f16c5493,9c75ebff-e9f7-43ca-ba0e-25912aecabd4,Getting the most from your SPF,General Skincare,"[""SPF is the single cheapest, easiest and most effective anti-ageing tool available and most people are not using it correctly."",""Apply it as your final morning step and use enough, a full teaspoon for face and neck."",""Ideally reapply every two hours, but as a minimum a factor 50 will protect you all day as long as you do not excessively sweat or wipe it off.""]",6,true,false,2026-03-25 10:28:38.989675+00
1c5ee5e9-4290-4532-b40f-49034fda1a68,daed543f-ea3a-4be4-b74a-ee8675056203,Dermaplaning aftercare,Aftercare,"[""Your skin has had a thorough physical exfoliation today and will be more sensitive than usual."",""Avoid active ingredients and strong acids for 24 hours."",""Keep makeup minimal or avoid entirely for the rest of the day."",""Apply SPF before going outside, your skin is more vulnerable to UV today."",""Avoid heat treatments and excessive sweating for 24 hours."",""Your skin will feel incredibly smooth, enjoy it and protect it.""]",13,true,false,2026-03-29 14:10:59.914047+00
1c700d5b-0d38-479b-b2fe-27d63fbd4efb,c26b6784-9300-4741-9b7c-80e3b7b22e39,Reducing bacteria in your environment,Routine Essentials,"[""Change your pillowcase at least twice a week. Your skin spends eight hours pressed against it every night."",""Clean your phone screen daily. It carries more bacteria than most surfaces you touch."",""Wash your hands before applying skincare. Introducing bacteria to your face undoes the work of your routine."",""Use a clean towel for your face, separate from your body towel, and change it every two to three days.""]",3,true,false,2026-04-06 18:35:10.422376+00
1c814315-f660-4886-b1d1-81728326e2e0,912ed997-549d-4e71-b592-8327f3d8822b,Introducing active ingredients,New Routine,"[""Always introduce one new active ingredient at a time, never two at once, so you know exactly what is working or what is reacting."",""Start slowly. Use two to three times a week before building to daily, and always patch test first on a small area for three days."",""Active ingredients like retinol, vitamin C, acids and exfoliators are powerful but they need to earn their place in your routine gradually."",""Never use retinol and a strong acid on the same evening. They could destabilise each other and irritate the skin barrier. If you are ever unsure about combining ingredients, get in touch and we will guide you.""]",4,true,false,2026-04-18 18:59:03.216833+00
1c9f87a3-8ce6-4056-bc74-5f0d542c7b57,78a77883-f71e-4486-ad51-d176e0e24310,Reducing bacteria in your environment,Routine Essentials,"[""Change your pillowcase at least twice a week. Your skin spends eight hours pressed against it every night."",""Clean your phone screen daily. It carries more bacteria than most surfaces you touch."",""Wash your hands before applying skincare. Introducing bacteria to your face undoes the work of your routine."",""Use a clean towel for your face, separate from your body towel, and change it every two to three days.""]",3,true,false,2026-03-31 20:52:43.003147+00
1d428a00-7c8a-4e7f-90fc-ce752c315f44,c26b6784-9300-4741-9b7c-80e3b7b22e39,What to expect in the first few weeks,New Routine,"[""Your skin may feel more reactive before it fully settles. This is completely normal when your routine is adjusting and does not mean the products are not working."",""Stick with what has been recommended and resist introducing anything new for at least four weeks. Less is genuinely more during this period."",""If you experience persistent irritation or anything that concerns you before your next appointment, get in touch. You are never bothering us."",""Give your skin the same patience you would give anything worth having. Real change takes time but it is coming.""]",1,true,false,2026-04-06 18:35:10.422376+00
1d56c62b-9366-45df-963a-c33244730a30,f6ec1628-bd8c-4913-913d-06a9e6a8feb9,Reducing bacteria in your environment,Acne,"[""Change your pillowcase at least twice a week."",""Clean your phone screen daily."",""Use a separate face towel and change it every two to three days."",""Small habits that make a real difference.""]",3,true,false,2026-03-25 10:28:35.587375+00
2089cdf7-d443-4b54-a0e2-e7226f1e7bc4,ca28cadc-81e9-45c1-a1b3-731076afd835,Introducing active ingredients,General Skincare,"[""Always introduce one new active at a time so you know exactly what your skin loves (or doesn't!)."",""Start slowly, two to three times a week, and build from there."",""Your skin will tell you what it needs.""]",4,true,false,2026-03-25 10:28:39.414903+00
21eb753f-1c73-4778-bd5c-6eeb6ed17006,9c75ebff-e9f7-43ca-ba0e-25912aecabd4,What to expect in the first few weeks,General Skincare,"[""Hopefully your skin is feeling amazing after your treatment today. As you settle into your new routine, your skin may go through a small adjustment period as it gets used to new products and more consistent care."",""In some cases you might notice a purge, this is simply your skin clearing from the inside out and is a positive sign."",""If anything concerns you at all, please reach out, it is never too much trouble.""]",1,true,false,2026-03-25 10:28:38.989675+00
2324199e-7504-43a3-b83f-bded65bb9579,f6ec1628-bd8c-4913-913d-06a9e6a8feb9,Stress and your skin,Acne,"[""Stress directly increases cortisol which raises oil production and slows healing."",""Managing stress is skincare, it belongs in your routine as much as your cleanser does.""]",8,true,false,2026-03-25 10:28:35.587375+00
25a02d02-c9c3-4637-bd95-736a0d0ec464,af46291a-7aed-4d85-8bf8-3d79ceb2582b,Reducing bacteria in your environment,Routine Essentials,"[""Change your pillowcase at least twice a week. Your skin spends eight hours pressed against it every night."",""Clean your phone screen daily. It carries more bacteria than most surfaces you touch."",""Wash your hands before applying skincare. Introducing bacteria to your face undoes the work of your routine."",""Use a clean towel for your face, separate from your body towel, and change it every two to three days.""]",3,true,false,2026-04-04 09:09:32.08417+00
26a65254-493c-446a-9058-9287d81cb652,47fad392-2814-46af-a4a8-49b710d0f54d,Getting the most from your SPF,Routine Essentials,"[""Apply SPF as the very last step of your morning routine, after moisturiser."",""Use enough. Most people apply far too little. A full teaspoon for face and neck."",""Reapply every two hours if you are outdoors or in direct sunlight."",""SPF in makeup or moisturiser alone is not sufficient. Coverage is never even enough.""]",6,true,false,2026-04-08 09:05:27.340467+00
2848f9a6-ccbf-4df8-9c9a-a5e9634f57c2,f6a304ed-7e7b-4144-8d07-1bedc3731f82,Dermaplaning aftercare,Aftercare,"[""Your skin has had a thorough physical exfoliation today and will be more sensitive than usual."",""Avoid active ingredients and strong acids for 24 hours."",""Keep makeup minimal or avoid entirely for the rest of the day."",""Apply SPF before going outside, your skin is more vulnerable to UV today."",""Avoid heat treatments and excessive sweating for 24 hours."",""Your skin will feel incredibly smooth, enjoy it and protect it.""]",13,true,false,2026-03-29 14:10:59.914047+00
29e4b988-ebf8-4708-b891-44253de562f9,605b49e9-865a-46a3-8dbb-45ab9d07903e,Diet and your skin,Lifestyle and Triggers,"[""Dairy and high glycaemic foods are the most common dietary triggers for acne and inflammation. You do not need to eliminate them entirely but noticing patterns is worthwhile."",""Omega-3 fatty acids found in oily fish, walnuts and flaxseed actively support skin barrier function and reduce inflammation."",""Alcohol dehydrates the skin and disrupts sleep quality. Both show on your face faster than most people expect."",""No single food will fix your skin but a consistently anti-inflammatory diet supports everything else you are doing.""]",7,true,false,2026-03-30 08:23:25.141534+00
2bb4811b-18fe-451a-84f0-c48d1a55adb7,605b49e9-865a-46a3-8dbb-45ab9d07903e,What to expect in the first few weeks,New Routine,"[""Your skin may feel more reactive before it fully settles. This is completely normal when your routine is adjusting and does not mean the products are not working."",""Stick with what has been recommended and resist introducing anything new for at least four weeks. Less is genuinely more during this period."",""If you experience persistent irritation or anything that concerns you before your next appointment, get in touch. You are never bothering us."",""Give your skin the same patience you would give anything worth having. Real change takes time but it is coming.""]",1,true,false,2026-03-30 08:23:25.141534+00
2c406b89-6fd6-41ee-ab44-5095bd2ce8ae,ca28cadc-81e9-45c1-a1b3-731076afd835,Stress and your skin,Acne,"[""Stress directly increases cortisol which raises oil production and slows healing."",""Managing stress is skincare, it belongs in your routine as much as your cleanser does.""]",8,true,false,2026-03-25 10:28:39.414903+00
2dda7d5f-9653-402c-8c81-59594aee661b,af46291a-7aed-4d85-8bf8-3d79ceb2582b,Hormones and your skin,Lifestyle and Triggers,"[""Hormonal fluctuations throughout the month directly affect sebum production, skin sensitivity and healing speed. Your skin is not being unpredictable. It is responding to your cycle."",""The week before your period is typically when skin is most reactive, oiliest and most prone to breakouts. This is the week to simplify your routine and avoid introducing anything new."",""Tracking your cycle alongside your skin helps identify your personal patterns. Over time this data becomes one of the most useful things AIDA can show you."",""If you suspect a hormonal condition such as PCOS is affecting your skin it is worth discussing with your GP. Skincare can support but it cannot override a hormonal imbalance that needs medical attention.""]",9,true,false,2026-04-04 09:09:32.08417+00
2dee7471-8cf7-41ce-9045-9a9b9a2e0bd0,5a1bbc80-2f5b-476c-8f10-97c11f053fef,Dermaplaning aftercare,Aftercare,"[""Your skin has had a thorough physical exfoliation today and will be more sensitive than usual."",""Avoid active ingredients and strong acids for 24 hours."",""Keep makeup minimal or avoid entirely for the rest of the day."",""Apply SPF before going outside, your skin is more vulnerable to UV today."",""Avoid heat treatments and excessive sweating for 24 hours."",""Your skin will feel incredibly smooth, enjoy it and protect it.""]",13,true,false,2026-03-29 14:10:59.914047+00
2faf690c-f3ed-42f1-b7df-598c313cf302,9c75ebff-e9f7-43ca-ba0e-25912aecabd4,Diet and your skin,Acne,"[""Dairy and high glycaemic foods are the most common dietary triggers for acne and inflammation."",""You do not need to eliminate them entirely but noticing patterns over time is genuinely worthwhile.""]",7,true,false,2026-03-25 10:28:38.989675+00
30125c3b-7129-4379-add1-24ebb6a37410,912ed997-549d-4e71-b592-8327f3d8822b,How much product to use,Routine Essentials,"[""Less is more with active ingredients. A pea-sized amount of serum is enough for the whole face."",""Applying more does not make a product work faster. It increases the risk of irritation."",""Give each product thirty seconds to absorb before applying the next."",""Pat products in gently rather than rubbing. Your skin barrier will thank you.""]",5,true,false,2026-04-18 18:59:03.216833+00
30279004-dc2c-4095-b9ed-5be26982d710,37282558-6bb8-4a97-8649-9d44d952a5cf,How much product to use,Routine Essentials,"[""Less is more with active ingredients. A pea-sized amount of serum is enough for the whole face."",""Applying more does not make a product work faster. It increases the risk of irritation."",""Give each product thirty seconds to absorb before applying the next."",""Pat products in gently rather than rubbing. Your skin barrier will thank you.""]",5,true,false,2026-04-07 20:27:55.61502+00
313b769a-e2d0-43c1-87a1-88345cc37861,78a77883-f71e-4486-ad51-d176e0e24310,What to expect in the first few weeks,New Routine,"[""Your skin may feel more reactive before it fully settles. This is completely normal when your routine is adjusting and does not mean the products are not working."",""Stick with what has been recommended and resist introducing anything new for at least four weeks. Less is genuinely more during this period."",""If you experience persistent irritation or anything that concerns you before your next appointment, get in touch. You are never bothering us."",""Give your skin the same patience you would give anything worth having. Real change takes time but it is coming.""]",1,true,false,2026-03-31 20:52:43.003147+00
317952dc-c2af-4b50-8f48-836dda8ce02a,40a920aa-4b6e-49ae-b1ae-7faaf3857fa7,Chemical peel aftercare,Aftercare,"[""Depending on your skin and the depth of your peel, you may experience some peeling or flaking over the next few days. This is your skin renewing itself, resist the urge to pick or peel."",""Keep skin hydrated with a gentle moisturiser only."",""Avoid all active ingredients until peeling has completely settled or for a minimum of 48 hours."",""Stay out of direct sunlight and wear SPF50 every day without exception."",""Avoid heat treatments, saunas and excessive sweating for 48 hours."",""Do not exfoliate, let your skin shed naturally."",""If anything feels unusual or concerns you, get in touch straight away.""]",12,true,false,2026-03-29 14:10:59.914047+00
329b1e63-244e-43a4-9545-9fc0018d11db,89a49534-d91e-42e4-8bf2-8f5c42fa5389,Reducing bacteria in your environment,Acne,"[""Change your pillowcase at least twice a week."",""Clean your phone screen daily."",""Use a separate face towel and change it every two to three days."",""Small habits that make a real difference.""]",3,true,false,2026-03-25 10:28:38.137351+00
337a9644-8359-47f8-b9f6-26208fa4d895,47fad392-2814-46af-a4a8-49b710d0f54d,After your facial — the next 24 hours,Treatment Follow-up,"[""Avoid touching your face unnecessarily. Your skin is in repair mode and needs to be left alone."",""No makeup for at least 12 hours if possible. Let your skin breathe and absorb everything it has received."",""Stay out of direct sunlight and skip any heat treatments such as saunas or steam rooms for 24 hours."",""Some clients experience a light purge in the week following a deep treatment facial. This is a normal part of the clearing process and will pass."",""Drink plenty of water. Hydration supports everything your skin is doing right now.""]",2,true,false,2026-04-08 09:05:27.340467+00
36cc097a-d47a-448d-8194-2cce7d970879,daed543f-ea3a-4be4-b74a-ee8675056203,Basic facial aftercare,Aftercare,"[""Your skin has been deeply cleansed and treated today, give it space to breathe."",""Keep your routine simple for the next 24 hours, cleanser, moisturiser and SPF only."",""Drink plenty of water, hydration supports everything your skin is doing right now."",""Some mild redness or sensitivity is completely normal and will settle quickly."",""If anything concerns you, please reach out.""]",10,true,false,2026-03-29 14:10:59.914047+00
370c1629-3ac8-49b2-b0fa-c32a06cd6863,f6a304ed-7e7b-4144-8d07-1bedc3731f82,Microneedling aftercare,Aftercare,"[""Your skin is in active repair mode. Immediately after it may feel flushed and warm, similar to mild sunburn. This usually settles within 24 to 48 hours but everyone's skin reacts differently."",""Do not put ANY products on your face, this is the most important rule immediately after treatment."",""Change your pillowcase when you get home."",""Avoid touching your face."",""Avoid swimming pools and hot tubs."",""Avoid excessive sweating and the gym."",""After 24 hours you can resume a gentle hydrating routine."",""Avoid for 7 days: any acids or retinoids, any exfoliation or scrubs, excessive heat such as saunas, facial hair removal."",""Avoid for 14 days: Botox and dermal fillers, direct UV exposure without SPF50.""]",11,true,false,2026-03-29 14:10:59.914047+00
3a8e7a15-a394-478b-9d88-5e782cbd499e,daed543f-ea3a-4be4-b74a-ee8675056203,Introducing active ingredients,General Skincare,"[""Always introduce one new active at a time so you know exactly what your skin loves (or doesn't!)."",""Start slowly, two to three times a week, and build from there."",""Your skin will tell you what it needs.""]",4,true,false,2026-03-25 10:28:37.283895+00
